date,student_id,course_category,team,sales_rep,contract_value,contract_status
2025-08-09,STU_0730,Academic Skills,Team Bravo,Rep_10,1248000,Active
2025-05-23,STU_0731,TOEIC,Team Bravo,Rep_3,1147000,Active
2024-08-06,STU_0732,Kids English,Team Sigma,Rep_3,1090000,Active
2024-07-03,STU_0733,Academic Skills,Team Sigma,Rep_3,1692000,Active
2025-11-24,STU_0734,TOEIC,Team Delta,Rep_11,1707000,Active
2024-02-22,STU_0735,Academic Skills,Team Alpha,Rep_15,1788000,Active
2025-01-12,STU_0736,TOEIC,Team Delta,Rep_1,1374000,Active
2024-05-10,STU_0737,Academic Skills,Team Bravo,Rep_8,1367000,Active
2025-05-18,STU_0738,Business English,Team Bravo,Rep_10,768000,Active
2025-07-26,STU_0739,Business English,Team Alpha,Rep_15,1262000,Active
2025-11-30,STU_0740,Kids English,Team Sigma,Rep_3,308000,Active
2025-10-14,STU_0741,TOEIC,Team Sigma,Rep_1,1916000,Active
2024-08-28,STU_0742,IELTS,Team Bravo,Rep_2,1265000,Active
2024-08-31,STU_0743,IELTS,Team Bravo,Rep_13,1409000,Active
2024-11-06,STU_0744,TOEIC,Team Delta,Rep_5,1134000,Active
2025-03-25,STU_0745,IELTS,Team Sigma,Rep_12,597000,Cancelled
2025-05-05,STU_0746,TOEIC,Team Alpha,Rep_13,1446000,Active
2024-12-16,STU_0747,IELTS,Team Bravo,Rep_1,833000,Active
2025-11-07,STU_0748,Kids English,Team Alpha,Rep_1,1356000,Active
2024-04-14,STU_0749,Kids English,Team Alpha,Rep_10,1386000,Active
2024-01-26,STU_0750,IELTS,Team Sigma,Rep_6,1438000,Active
2024-08-28,STU_0751,IELTS,Team Delta,Rep_4,932000,Active
2025-03-10,STU_0752,Academic Skills,Team Alpha,Rep_1,434000,Active
2025-11-28,STU_0753,Kids English,Team Alpha,Rep_6,857000,Cancelled
2024-02-28,STU_0754,Academic Skills,Team Bravo,Rep_9,950000,Active
2024-08-25,STU_0755,Academic Skills,Team Delta,Rep_5,787000,Active
2025-04-16,STU_0756,TOEIC,Team Sigma,Rep_8,1232000,Active
2024-10-22,STU_0757,Academic Skills,Team Sigma,Rep_3,1297000,Active
2025-06-21,STU_0758,Academic Skills,Team Sigma,Rep_3,1153000,Active
2025-06-07,STU_0759,Academic Skills,Team Alpha,Rep_9,691000,Active
2025-03-21,STU_0760,TOEIC,Team Sigma,Rep_15,1112000,Active
2025-12-02,STU_0761,TOEIC,Team Delta,Rep_12,1476000,Active
2025-09-22,STU_0762,Kids English,Team Bravo,Rep_6,1453000,Active
2024-09-13,STU_0763,IELTS,Team Sigma,Rep_9,1742000,Active
2025-10-05,STU_0764,IELTS,Team Sigma,Rep_2,1397000,Active
2024-11-03,STU_0765,TOEIC,Team Sigma,Rep_13,1876000,Active
2025-08-27,STU_0766,IELTS,Team Delta,Rep_10,1391000,Active
2024-09-09,STU_0767,IELTS,Team Bravo,Rep_7,369000,Active
2024-04-08,STU_0768,Business English,Team Sigma,Rep_7,1616000,Active
2025-10-26,STU_0769,TOEIC,Team Alpha,Rep_1,1145000,Active
2025-08-17,STU_0770,Business English,Team Alpha,Rep_1,994000,Cancelled
2024-06-13,STU_0771,TOEIC,Team Bravo,Rep_7,833000,Active
2025-10-03,STU_0772,IELTS,Team Sigma,Rep_7,1417000,Active
2025-05-26,STU_0773,Academic Skills,Team Bravo,Rep_6,1740000,Active
2025-02-27,STU_0774,Business English,Team Bravo,Rep_1,228000,Active
2025-09-05,STU_0775,Kids English,Team Delta,Rep_8,1388000,Cancelled
2025-02-07,STU_0776,Business English,Team Sigma,Rep_10,1645000,Cancelled
2025-03-11,STU_0777,Business English,Team Sigma,Rep_11,538000,Active
2025-08-03,STU_0778,IELTS,Team Delta,Rep_11,1871000,Active
2024-04-23,STU_0779,Academic Skills,Team Delta,Rep_1,1719000,Active
2024-04-21,STU_0780,Kids English,Team Delta,Rep_9,1588000,Cancelled
2024-05-08,STU_0781,TOEIC,Team Bravo,Rep_4,1565000,Active
2025-07-14,STU_0782,IELTS,Team Alpha,Rep_5,699000,Active
2025-06-15,STU_0783,Business English,Team Bravo,Rep_14,1880000,Active
2025-08-04,STU_0784,Academic Skills,Team Delta,Rep_9,710000,Active
2024-04-06,STU_0785,TOEIC,Team Delta,Rep_15,1550000,Active
2024-02-18,STU_0786,TOEIC,Team Alpha,Rep_11,416000,Active
2024-09-16,STU_0787,IELTS,Team Sigma,Rep_5,1524000,Active
2025-12-05,STU_0788,Kids English,Team Delta,Rep_15,1355000,Active
2024-06-29,STU_0789,TOEIC,Team Sigma,Rep_3,1293000,Active
2024-09-01,STU_0790,Academic Skills,Team Bravo,Rep_9,1475000,Active
2025-09-01,STU_0791,Kids English,Team Bravo,Rep_3,1638000,Active
2025-09-28,STU_0792,Academic Skills,Team Bravo,Rep_5,644000,Active
2024-10-20,STU_0793,Business English,Team Sigma,Rep_7,1075000,Active
2024-07-24,STU_0794,Business English,Team Bravo,Rep_14,1405000,Active
2025-04-29,STU_0795,IELTS,Team Alpha,Rep_14,366000,Active
2025-07-08,STU_0796,Business English,Team Delta,Rep_15,290000,Active
2024-04-30,STU_0797,Business English,Team Delta,Rep_4,913000,Active
2025-10-03,STU_0798,Business English,Team Sigma,Rep_6,1754000,Active
2024-08-19,STU_0799,Academic Skills,Team Bravo,Rep_12,238000,Active
2025-03-15,STU_0800,TOEIC,Team Alpha,Rep_1,1349000,Active
2025-01-07,STU_0801,Academic Skills,Team Delta,Rep_13,1674000,Active
2025-07-27,STU_0802,TOEIC,Team Delta,Rep_6,372000,Active
2025-11-27,STU_0803,TOEIC,Team Alpha,Rep_9,852000,Active
2025-01-11,STU_0804,IELTS,Team Bravo,Rep_9,953000,Active
2024-01-11,STU_0805,Kids English,Team Sigma,Rep_3,1443000,Active
2025-09-04,STU_0806,Academic Skills,Team Sigma,Rep_13,1861000,Active
2025-02-17,STU_0807,TOEIC,Team Delta,Rep_8,1281000,Active
2025-04-20,STU_0808,IELTS,Team Delta,Rep_9,1883000,Active
2024-06-12,STU_0809,Kids English,Team Bravo,Rep_2,675000,Active
2025-07-22,STU_0810,TOEIC,Team Sigma,Rep_11,655000,Active
2024-06-09,STU_0811,IELTS,Team Sigma,Rep_14,1028000,Active
2025-03-20,STU_0812,Academic Skills,Team Bravo,Rep_10,1094000,Active
2025-08-20,STU_0813,Business English,Team Alpha,Rep_11,1584000,Active
2024-11-08,STU_0814,TOEIC,Team Bravo,Rep_2,1224000,Active
2024-11-19,STU_0815,TOEIC,Team Alpha,Rep_3,586000,Active
2024-09-29,STU_0816,IELTS,Team Bravo,Rep_11,547000,Active
2025-09-07,STU_0817,TOEIC,Team Bravo,Rep_7,389000,Active
2024-06-01,STU_0818,TOEIC,Team Bravo,Rep_15,704000,Cancelled
2025-01-15,STU_0819,Academic Skills,Team Sigma,Rep_7,1414000,Cancelled
2024-02-24,STU_0820,Kids English,Team Delta,Rep_1,1731000,Active
2025-07-24,STU_0821,IELTS,Team Sigma,Rep_6,1592000,Active
2024-02-11,STU_0822,Kids English,Team Delta,Rep_10,1632000,Active
2025-07-17,STU_0823,IELTS,Team Bravo,Rep_1,1023000,Active
2024-02-01,STU_0824,Kids English,Team Sigma,Rep_3,1128000,Active
2025-07-12,STU_0825,IELTS,Team Delta,Rep_3,1133000,Active
2025-09-02,STU_0826,Business English,Team Delta,Rep_8,1340000,Active
2025-09-30,STU_0827,IELTS,Team Delta,Rep_11,333000,Active
2025-02-08,STU_0828,Kids English,Team Sigma,Rep_2,257000,Active
2024-03-09,STU_0829,Academic Skills,Team Delta,Rep_4,1779000,Active
2025-03-08,STU_0830,Business English,Team Sigma,Rep_14,884000,Active
2025-03-05,STU_0831,Academic Skills,Team Delta,Rep_13,871000,Active
2024-12-11,STU_0832,IELTS,Team Bravo,Rep_8,372000,Active
2024-09-24,STU_0833,TOEIC,Team Delta,Rep_12,1014000,Active
2024-10-01,STU_0834,Kids English,Team Alpha,Rep_7,1372000,Active
2025-10-25,STU_0835,Academic Skills,Team Alpha,Rep_3,279000,Active
2024-01-11,STU_0836,Kids English,Team Delta,Rep_4,1085000,Active
2025-12-04,STU_0837,Academic Skills,Team Alpha,Rep_8,1436000,Active
2024-06-25,STU_0838,Kids English,Team Bravo,Rep_12,402000,Active
2025-08-05,STU_0839,Kids English,Team Bravo,Rep_5,963000,Cancelled
2025-03-10,STU_0840,TOEIC,Team Delta,Rep_8,1452000,Active
2025-08-30,STU_0841,IELTS,Team Delta,Rep_5,1899000,Active
2025-12-02,STU_0842,Academic Skills,Team Alpha,Rep_14,1450000,Cancelled
2024-10-07,STU_0843,IELTS,Team Alpha,Rep_7,1882000,Active
2024-01-18,STU_0844,TOEIC,Team Alpha,Rep_4,1755000,Active
2024-03-27,STU_0845,Academic Skills,Team Delta,Rep_8,1664000,Active
2024-08-19,STU_0846,IELTS,Team Delta,Rep_4,1625000,Active
2024-09-22,STU_0847,Business English,Team Delta,Rep_12,246000,Active
2025-05-24,STU_0848,TOEIC,Team Delta,Rep_13,1456000,Active
2025-12-13,STU_0849,Kids English,Team Bravo,Rep_14,1528000,Active
2024-04-18,STU_0850,IELTS,Team Bravo,Rep_10,1749000,Active
2025-04-27,STU_0851,Academic Skills,Team Delta,Rep_4,1366000,Active
2024-07-23,STU_0852,TOEIC,Team Delta,Rep_13,1638000,Active
2025-05-12,STU_0853,IELTS,Team Bravo,Rep_11,1736000,Active
2024-12-29,STU_0854,Kids English,Team Delta,Rep_7,1596000,Active
2025-12-13,STU_0855,TOEIC,Team Sigma,Rep_15,1789000,Active
2024-03-10,STU_0856,Academic Skills,Team Alpha,Rep_13,1482000,Active
2025-12-28,STU_0857,Academic Skills,Team Bravo,Rep_5,855000,Active
2025-04-27,STU_0858,TOEIC,Team Delta,Rep_3,670000,Active
2025-11-09,STU_0859,Kids English,Team Bravo,Rep_5,1170000,Active
2024-06-12,STU_0860,Academic Skills,Team Bravo,Rep_13,1235000,Cancelled
2024-02-07,STU_0861,Business English,Team Sigma,Rep_5,1553000,Active
2025-04-26,STU_0862,Business English,Team Sigma,Rep_11,935000,Active
2024-12-15,STU_0863,Kids English,Team Sigma,Rep_14,983000,Active
2025-10-10,STU_0864,Business English,Team Delta,Rep_1,1167000,Active
2024-04-29,STU_0865,IELTS,Team Delta,Rep_9,557000,Active
2025-03-24,STU_0866,Academic Skills,Team Alpha,Rep_8,1171000,Cancelled
2025-10-12,STU_0867,Business English,Team Bravo,Rep_1,1631000,Active
2024-09-11,STU_0868,IELTS,Team Alpha,Rep_8,867000,Active
2025-12-08,STU_0869,Academic Skills,Team Bravo,Rep_2,572000,Active
2025-06-11,STU_0870,Kids English,Team Sigma,Rep_8,1231000,Active
2025-02-26,STU_0871,TOEIC,Team Bravo,Rep_8,1345000,Active
2025-10-15,STU_0872,Kids English,Team Bravo,Rep_12,1571000,Active
2024-03-13,STU_0873,IELTS,Team Delta,Rep_1,875000,Active
2024-03-04,STU_0874,TOEIC,Team Sigma,Rep_3,289000,Active
2024-12-20,STU_0875,IELTS,Team Alpha,Rep_2,1871000,Active
2025-01-01,STU_0876,Kids English,Team Alpha,Rep_11,897000,Cancelled
2025-11-24,STU_0877,Academic Skills,Team Bravo,Rep_2,1539000,Active
2024-09-23,STU_0878,Business English,Team Bravo,Rep_8,1401000,Active
2024-12-21,STU_0879,Kids English,Team Delta,Rep_7,739000,Active
2024-08-02,STU_0880,Academic Skills,Team Sigma,Rep_7,931000,Active
2024-10-11,STU_0881,TOEIC,Team Sigma,Rep_8,1068000,Cancelled
2024-10-01,STU_0882,Business English,Team Delta,Rep_7,240000,Active
2024-11-09,STU_0883,TOEIC,Team Delta,Rep_10,939000,Active
2024-09-14,STU_0884,Academic Skills,Team Bravo,Rep_10,1927000,Cancelled
2024-11-30,STU_0885,Business English,Team Sigma,Rep_6,701000,Active
2025-04-08,STU_0886,TOEIC,Team Sigma,Rep_5,1158000,Cancelled
2024-05-29,STU_0887,TOEIC,Team Delta,Rep_13,1368000,Active
2025-04-24,STU_0888,Business English,Team Alpha,Rep_9,1424000,Active
2024-06-07,STU_0889,Business English,Team Bravo,Rep_5,1128000,Active
2025-06-18,STU_0890,Academic Skills,Team Alpha,Rep_4,1947000,Active
2024-10-04,STU_0891,IELTS,Team Bravo,Rep_2,660000,Cancelled
2025-12-05,STU_0892,Academic Skills,Team Sigma,Rep_11,931000,Active
2024-04-11,STU_0893,Kids English,Team Sigma,Rep_14,951000,Active
2025-04-04,STU_0894,IELTS,Team Sigma,Rep_6,1124000,Active
2025-07-31,STU_0895,Business English,Team Alpha,Rep_6,1108000,Active
2025-06-25,STU_0896,Academic Skills,Team Bravo,Rep_11,1781000,Active
2024-07-08,STU_0897,IELTS,Team Bravo,Rep_6,1770000,Cancelled
2024-07-29,STU_0898,Academic Skills,Team Bravo,Rep_14,1476000,Active
2025-07-07,STU_0899,IELTS,Team Delta,Rep_4,589000,Active
2025-05-20,STU_0900,TOEIC,Team Alpha,Rep_11,1817000,Active
2024-05-17,STU_0901,Kids English,Team Sigma,Rep_1,1082000,Active
2024-09-13,STU_0902,Business English,Team Alpha,Rep_1,455000,Active
2024-04-17,STU_0903,Academic Skills,Team Sigma,Rep_4,908000,Active
2024-01-12,STU_0904,Academic Skills,Team Delta,Rep_2,649000,Cancelled
2025-07-21,STU_0905,TOEIC,Team Bravo,Rep_1,209000,Active
2024-08-05,STU_0906,IELTS,Team Delta,Rep_13,1023000,Active
2024-05-16,STU_0907,TOEIC,Team Sigma,Rep_10,997000,Active
2024-03-01,STU_0908,Academic Skills,Team Bravo,Rep_9,1465000,Cancelled
2025-02-06,STU_0909,Kids English,Team Alpha,Rep_9,1474000,Active
2024-07-30,STU_0910,TOEIC,Team Bravo,Rep_7,1076000,Active
2024-05-19,STU_0911,Kids English,Team Sigma,Rep_6,1228000,Active
2025-06-22,STU_0912,Kids English,Team Sigma,Rep_13,1342000,Active
2024-11-11,STU_0913,IELTS,Team Bravo,Rep_12,1215000,Active
2025-08-03,STU_0914,Kids English,Team Alpha,Rep_4,573000,Active
2025-03-31,STU_0915,IELTS,Team Delta,Rep_4,1288000,Active
2025-05-03,STU_0916,Business English,Team Delta,Rep_9,345000,Active
2024-01-22,STU_0917,Academic Skills,Team Delta,Rep_2,423000,Cancelled
2025-02-28,STU_0918,IELTS,Team Alpha,Rep_5,1462000,Active
2024-11-15,STU_0919,Academic Skills,Team Alpha,Rep_14,376000,Active
2024-07-29,STU_0920,TOEIC,Team Sigma,Rep_1,1052000,Active
2025-10-12,STU_0921,Kids English,Team Bravo,Rep_15,1505000,Active
2024-11-19,STU_0922,Business English,Team Delta,Rep_2,262000,Active
2024-06-02,STU_0923,TOEIC,Team Bravo,Rep_9,1440000,Active
2025-07-20,STU_0924,TOEIC,Team Alpha,Rep_6,1026000,Active
2025-06-04,STU_0925,IELTS,Team Delta,Rep_11,994000,Active
2025-12-03,STU_0926,Kids English,Team Sigma,Rep_12,888000,Active
2024-07-29,STU_0927,IELTS,Team Alpha,Rep_3,1684000,Active
2025-07-19,STU_0928,IELTS,Team Bravo,Rep_8,1833000,Active
2024-10-11,STU_0929,Kids English,Team Sigma,Rep_5,304000,Active
2025-09-09,STU_0930,Academic Skills,Team Sigma,Rep_10,1322000,Active
2025-01-22,STU_0931,TOEIC,Team Delta,Rep_2,710000,Active
2025-11-08,STU_0932,Business English,Team Delta,Rep_13,584000,Active
2025-04-12,STU_0933,TOEIC,Team Sigma,Rep_9,604000,Active
2025-11-19,STU_0934,IELTS,Team Alpha,Rep_11,1022000,Active
2025-08-08,STU_0935,Business English,Team Sigma,Rep_13,717000,Active
2024-09-04,STU_0936,Kids English,Team Delta,Rep_1,675000,Active
2024-02-20,STU_0937,IELTS,Team Bravo,Rep_9,908000,Cancelled
2024-05-25,STU_0938,TOEIC,Team Bravo,Rep_2,1868000,Cancelled
2024-08-22,STU_0939,Academic Skills,Team Sigma,Rep_4,970000,Cancelled
2024-10-27,STU_0940,TOEIC,Team Sigma,Rep_6,1660000,Active
2025-08-04,STU_0941,Kids English,Team Bravo,Rep_5,1246000,Active
2025-03-17,STU_0942,IELTS,Team Sigma,Rep_8,1196000,Cancelled
2024-05-08,STU_0943,TOEIC,Team Delta,Rep_9,1788000,Active
2024-05-24,STU_0944,TOEIC,Team Bravo,Rep_2,876000,Active
2024-10-12,STU_0945,Business English,Team Alpha,Rep_2,913000,Active
2025-01-30,STU_0946,Kids English,Team Delta,Rep_5,1681000,Active
2025-02-10,STU_0947,IELTS,Team Bravo,Rep_12,282000,Cancelled
2025-10-19,STU_0948,IELTS,Team Bravo,Rep_9,1368000,Active
2025-11-30,STU_0949,Business English,Team Bravo,Rep_12,1308000,Active
2025-01-31,STU_0950,TOEIC,Team Sigma,Rep_13,1301000,Active
2025-01-25,STU_0951,Kids English,Team Alpha,Rep_15,656000,Active
2024-08-15,STU_0952,IELTS,Team Sigma,Rep_5,200000,Active
2025-07-15,STU_0953,Business English,Team Delta,Rep_7,250000,Active
2025-01-16,STU_0954,TOEIC,Team Delta,Rep_1,884000,Active
2024-09-11,STU_0955,TOEIC,Team Sigma,Rep_8,916000,Cancelled
2024-06-10,STU_0956,Kids English,Team Bravo,Rep_9,1995000,Active
2024-12-31,STU_0957,Kids English,Team Delta,Rep_4,1669000,Active
2025-11-13,STU_0958,Academic Skills,Team Alpha,Rep_5,648000,Active
2025-12-30,STU_0959,Business English,Team Delta,Rep_4,1080000,Active
2025-07-30,STU_0960,IELTS,Team Delta,Rep_13,687000,Active
2025-06-27,STU_0961,Academic Skills,Team Delta,Rep_1,233000,Active
2025-07-04,STU_0962,IELTS,Team Delta,Rep_12,1571000,Active
2024-12-11,STU_0963,Business English,Team Bravo,Rep_7,294000,Active
2025-03-25,STU_0964,IELTS,Team Delta,Rep_5,1295000,Cancelled
2025-01-06,STU_0965,Business English,Team Alpha,Rep_3,1774000,Active
2024-03-11,STU_0966,TOEIC,Team Delta,Rep_9,353000,Active
2024-12-19,STU_0967,TOEIC,Team Sigma,Rep_1,449000,Active
2024-11-05,STU_0968,Kids English,Team Bravo,Rep_14,873000,Active
2025-01-25,STU_0969,Kids English,Team Delta,Rep_7,637000,Active
2024-09-05,STU_0970,TOEIC,Team Bravo,Rep_11,317000,Cancelled
2025-05-01,STU_0971,Kids English,Team Alpha,Rep_3,970000,Cancelled
2025-04-01,STU_0972,IELTS,Team Bravo,Rep_12,1529000,Active
2025-12-24,STU_0973,Academic Skills,Team Sigma,Rep_13,467000,Cancelled
2024-08-17,STU_0974,IELTS,Team Bravo,Rep_8,1277000,Active
2024-01-08,STU_0975,Kids English,Team Sigma,Rep_15,435000,Active
2024-08-23,STU_0976,Business English,Team Alpha,Rep_6,588000,Active
2024-10-31,STU_0977,Business English,Team Bravo,Rep_12,1189000,Cancelled
2024-01-28,STU_0978,Business English,Team Bravo,Rep_4,1957000,Active
2025-11-05,STU_0979,Business English,Team Bravo,Rep_3,962000,Active
2024-01-29,STU_0980,TOEIC,Team Sigma,Rep_4,600000,Active
2024-03-05,STU_0981,Academic Skills,Team Delta,Rep_8,823000,Active
2024-11-06,STU_0982,TOEIC,Team Sigma,Rep_7,966000,Active
2024-04-14,STU_0983,Kids English,Team Delta,Rep_15,1526000,Cancelled
2024-11-19,STU_0984,TOEIC,Team Alpha,Rep_9,1118000,Active
2024-04-07,STU_0985,TOEIC,Team Alpha,Rep_12,1430000,Active
2024-11-12,STU_0986,Academic Skills,Team Alpha,Rep_10,1452000,Cancelled
2025-06-06,STU_0987,Academic Skills,Team Delta,Rep_14,1052000,Active
2024-07-22,STU_0988,Kids English,Team Bravo,Rep_6,777000,Cancelled
2025-03-01,STU_0989,TOEIC,Team Alpha,Rep_8,274000,Active
2024-01-02,STU_0990,TOEIC,Team Alpha,Rep_5,634000,Active
2025-07-02,STU_0991,TOEIC,Team Sigma,Rep_11,302000,Active
2024-04-07,STU_0992,Academic Skills,Team Delta,Rep_12,1645000,Cancelled
2024-09-09,STU_0993,TOEIC,Team Delta,Rep_12,1927000,Active
2025-06-02,STU_0994,Kids English,Team Delta,Rep_12,963000,Active
2024-06-30,STU_0995,Academic Skills,Team Alpha,Rep_9,937000,Active
2025-11-30,STU_0996,Kids English,Team Alpha,Rep_12,1005000,Active
2025-03-11,STU_0997,Business English,Team Bravo,Rep_4,1529000,Active
2025-09-16,STU_0998,Business English,Team Bravo,Rep_7,297000,Active
2024-02-29,STU_0999,Academic Skills,Team Sigma,Rep_15,997000,Cancelled
2024-02-21,STU_1000,Academic Skills,Team Alpha,Rep_10,1558000,Active
2024-08-07,STU_1001,IELTS,Team Sigma,Rep_11,1058000,Active
2025-07-13,STU_1002,Kids English,Team Sigma,Rep_5,634000,Active
2024-10-09,STU_1003,TOEIC,Team Bravo,Rep_15,646000,Cancelled
2025-02-12,STU_1004,Academic Skills,Team Bravo,Rep_1,1531000,Active
2025-12-01,STU_1005,Business English,Team Alpha,Rep_3,448000,Active
2025-03-22,STU_1006,IELTS,Team Alpha,Rep_4,365000,Active
2025-12-29,STU_1007,TOEIC,Team Sigma,Rep_14,1704000,Active
2024-03-24,STU_1008,Business English,Team Sigma,Rep_3,1183000,Active
2025-12-05,STU_1009,IELTS,Team Alpha,Rep_13,1558000,Active
2025-04-20,STU_1010,Business English,Team Sigma,Rep_14,1219000,Active
2025-08-23,STU_1011,IELTS,Team Sigma,Rep_1,741000,Active
2025-10-24,STU_1012,IELTS,Team Alpha,Rep_13,958000,Active
2025-11-12,STU_1013,Academic Skills,Team Bravo,Rep_11,1329000,Active
2025-08-10,STU_1014,TOEIC,Team Sigma,Rep_11,1786000,Active
2025-08-16,STU_1015,Business English,Team Sigma,Rep_6,280000,Active
2025-10-31,STU_1016,Academic Skills,Team Sigma,Rep_9,332000,Active
2025-08-24,STU_1017,TOEIC,Team Alpha,Rep_13,996000,Active
2024-09-16,STU_1018,IELTS,Team Alpha,Rep_12,1099000,Active
2024-12-12,STU_1019,Business English,Team Bravo,Rep_1,337000,Active
2024-07-16,STU_1020,IELTS,Team Bravo,Rep_8,383000,Active
2024-09-15,STU_1021,Business English,Team Bravo,Rep_15,1624000,Active
2024-03-18,STU_1022,IELTS,Team Alpha,Rep_7,1553000,Active
2024-04-04,STU_1023,IELTS,Team Alpha,Rep_13,984000,Active
2024-01-10,STU_1024,TOEIC,Team Sigma,Rep_4,1731000,Active
2025-03-08,STU_1025,IELTS,Team Delta,Rep_4,1183000,Active
2024-08-11,STU_1026,Kids English,Team Alpha,Rep_5,268000,Active
2024-02-17,STU_1027,TOEIC,Team Alpha,Rep_13,745000,Active
2024-11-07,STU_1028,Academic Skills,Team Alpha,Rep_5,1997000,Active
2024-05-06,STU_1029,TOEIC,Team Alpha,Rep_9,252000,Cancelled
2025-10-23,STU_1030,Business English,Team Sigma,Rep_3,1673000,Active
2024-03-17,STU_1031,Academic Skills,Team Alpha,Rep_13,404000,Active
2025-05-04,STU_1032,IELTS,Team Bravo,Rep_14,325000,Active
2024-10-29,STU_1033,IELTS,Team Bravo,Rep_5,1970000,Active
2024-12-20,STU_1034,Kids English,Team Delta,Rep_4,242000,Active
2025-04-23,STU_1035,Business English,Team Delta,Rep_3,1975000,Active
2024-03-24,STU_1036,Business English,Team Delta,Rep_1,310000,Active
2025-05-02,STU_1037,Kids English,Team Delta,Rep_1,960000,Cancelled
2024-08-31,STU_1038,Business English,Team Sigma,Rep_5,1886000,Active
2024-03-19,STU_1039,Academic Skills,Team Delta,Rep_2,1406000,Active
2024-06-27,STU_1040,Business English,Team Delta,Rep_15,1047000,Active
2025-08-13,STU_1041,IELTS,Team Sigma,Rep_11,294000,Active
2025-07-06,STU_1042,Kids English,Team Sigma,Rep_4,1597000,Active
2025-01-24,STU_1043,IELTS,Team Sigma,Rep_1,1743000,Active
2025-09-18,STU_1044,IELTS,Team Sigma,Rep_1,1099000,Active
2025-06-16,STU_1045,Kids English,Team Alpha,Rep_6,559000,Active
2024-01-19,STU_1046,IELTS,Team Delta,Rep_4,1099000,Active
2025-11-13,STU_1047,Academic Skills,Team Delta,Rep_14,1919000,Active
2025-10-31,STU_1048,IELTS,Team Alpha,Rep_12,480000,Active
2024-06-03,STU_1049,Academic Skills,Team Delta,Rep_5,1418000,Cancelled
2025-03-26,STU_1050,Kids English,Team Bravo,Rep_14,1418000,Cancelled
2025-04-18,STU_1051,Business English,Team Bravo,Rep_11,866000,Active
2024-06-10,STU_1052,Academic Skills,Team Sigma,Rep_5,292000,Active
2025-01-05,STU_1053,Academic Skills,Team Bravo,Rep_10,871000,Active
2025-07-11,STU_1054,Academic Skills,Team Delta,Rep_14,260000,Active
2024-09-13,STU_1055,Business English,Team Bravo,Rep_2,833000,Cancelled
2024-07-20,STU_1056,Kids English,Team Bravo,Rep_15,1274000,Active
2025-04-30,STU_1057,TOEIC,Team Delta,Rep_14,1626000,Active
2025-02-25,STU_1058,Academic Skills,Team Delta,Rep_2,1228000,Active
2025-12-20,STU_1059,Kids English,Team Bravo,Rep_15,1689000,Active
2025-11-16,STU_1060,IELTS,Team Bravo,Rep_12,803000,Active
2025-11-12,STU_1061,IELTS,Team Sigma,Rep_1,881000,Cancelled
2025-07-27,STU_1062,Business English,Team Bravo,Rep_14,733000,Active
2024-12-31,STU_1063,Business English,Team Sigma,Rep_14,1628000,Active
2025-11-18,STU_1064,TOEIC,Team Sigma,Rep_12,1037000,Cancelled
2024-08-19,STU_1065,IELTS,Team Delta,Rep_11,1736000,Active
2024-01-26,STU_1066,IELTS,Team Bravo,Rep_6,844000,Active
2025-06-03,STU_1067,Kids English,Team Bravo,Rep_14,432000,Active
2025-06-06,STU_1068,Business English,Team Alpha,Rep_11,723000,Active
2024-09-28,STU_1069,Academic Skills,Team Bravo,Rep_11,545000,Cancelled
2024-02-01,STU_1070,IELTS,Team Sigma,Rep_4,1269000,Active
2025-06-17,STU_1071,Business English,Team Bravo,Rep_1,745000,Cancelled
2024-01-30,STU_1072,Kids English,Team Delta,Rep_6,1301000,Active
2025-12-11,STU_1073,IELTS,Team Sigma,Rep_15,1953000,Cancelled
2025-08-12,STU_1074,Kids English,Team Bravo,Rep_5,1296000,Active
2024-01-24,STU_1075,Business English,Team Bravo,Rep_5,993000,Active
2024-06-10,STU_1076,Business English,Team Sigma,Rep_1,448000,Active
2024-03-02,STU_1077,Business English,Team Bravo,Rep_3,246000,Cancelled
2024-06-20,STU_1078,Kids English,Team Delta,Rep_2,1344000,Active
2024-10-08,STU_1079,TOEIC,Team Sigma,Rep_14,413000,Active
2025-01-01,STU_1080,Business English,Team Alpha,Rep_5,438000,Active
2024-12-14,STU_1081,Academic Skills,Team Bravo,Rep_9,1279000,Active
2024-06-09,STU_1082,Business English,Team Sigma,Rep_10,549000,Cancelled
2025-05-30,STU_1083,Kids English,Team Bravo,Rep_11,306000,Active
2025-05-08,STU_1084,TOEIC,Team Alpha,Rep_12,1030000,Active
2025-11-25,STU_1085,Business English,Team Bravo,Rep_9,247000,Active
2025-11-25,STU_1086,Kids English,Team Alpha,Rep_15,1796000,Active
2025-08-23,STU_1087,Business English,Team Alpha,Rep_7,536000,Active
2024-12-14,STU_1088,TOEIC,Team Sigma,Rep_11,1249000,Active
2024-09-30,STU_1089,Kids English,Team Delta,Rep_15,1003000,Active
2024-11-24,STU_1090,TOEIC,Team Sigma,Rep_7,1480000,Active
2024-10-05,STU_1091,Academic Skills,Team Delta,Rep_8,207000,Active
2024-01-20,STU_1092,Kids English,Team Delta,Rep_2,824000,Active
2025-03-21,STU_1093,Academic Skills,Team Delta,Rep_14,1476000,Active
2024-04-28,STU_1094,TOEIC,Team Sigma,Rep_13,1915000,Active
2025-01-29,STU_1095,Business English,Team Delta,Rep_12,918000,Active
