lead_id,student_id,lead_created_date,lead_source,marketing_cost,region,device_type,contact_attempts,response_time_hours,lead_stage,contacted_date,demo_date,followup_count,sales_cycle_days,contract_date,contract_value,payment_plan,discount_percent,course_category,course_level,renewal_flag,sales_rep,team,tenure_months,quota_monthly,churn_risk_score,CLV_estimate,probability_to_renew
4999,52756,2024-10-30,Website,4.29,HCM,Desktop,1,48.9,Contacted,2024-10-31,2024-10-31,6,38,,0,,0,,,0,Long,Gamma,21,45284,0.607,0.0,0.116
5000,91101,2024-02-16,Website,11.11,HCM,Desktop,1,35.4,Negotiation,2024-02-18,2024-02-22,3,4,,0,,0,,,0,Hoa,Beta,6,40115,0.93,0.0,0.71
5001,3382,2024-08-09,Google Ads,7.09,HCM,Desktop,1,59.1,Contacted,2024-08-13,2024-08-13,0,8,,0,,0,,,0,Khanh,Beta,38,66798,0.97,0.0,0.031
5002,50683,2024-01-21,Website,10.13,HCM,Mobile,2,10.4,Negotiation,2024-01-24,2024-01-29,8,39,,0,,0,,,0,Minh,Delta,41,31150,0.134,0.0,0.37
5003,88999,2024-06-06,Facebook,3.87,HCM,Mobile,7,22.0,Demo,2024-06-06,2024-06-11,2,10,,0,,0,,,0,Long,Alpha,31,41818,0.55,0.0,0.173
5004,46276,2024-12-13,Referral,7.59,HCM,Desktop,3,68.4,Negotiation,2024-12-14,2024-12-17,8,28,,0,,0,,,0,Long,Gamma,22,73971,0.412,0.0,0.011
5005,34402,2024-06-07,TikTok,14.72,DN,Desktop,3,40.0,Won,2024-06-10,2024-06-10,6,21,2024-06-28,1937,Full,10,TOEIC,Advanced,0,Vy,Delta,35,54952,0.843,4604.17,0.791
5006,92881,2024-08-22,TikTok,3.73,HCM,Mobile,6,66.9,Demo,2024-08-22,2024-08-28,7,1,,0,,0,,,0,Hoa,Beta,19,62011,0.841,0.0,0.833
5007,27946,2024-05-29,Facebook,9.91,HCM,Desktop,5,49.8,Negotiation,2024-06-01,2024-06-02,6,37,,0,,0,,,0,Minh,Alpha,40,69382,0.585,0.0,0.227
5008,80698,2024-09-13,Website,9.06,HCM,Mobile,1,66.7,Contacted,2024-09-16,2024-09-18,9,34,,0,,0,,,0,Khanh,Gamma,39,22481,0.14,0.0,0.461
5009,74933,2024-06-13,Google Ads,8.91,HCM,Desktop,2,23.2,Demo,2024-06-14,2024-06-20,8,11,,0,,0,,,0,Vy,Alpha,13,27211,0.412,0.0,0.641
5010,23335,2024-03-17,Website,9.61,HN,Desktop,6,7.0,Demo,2024-03-18,2024-03-24,2,16,,0,,0,,,0,Minh,Delta,22,73318,0.073,0.0,0.378
5011,46095,2024-03-25,Website,8.03,HCM,Mobile,4,57.9,Demo,2024-03-28,2024-03-31,7,39,,0,,0,,,0,Khanh,Gamma,43,77494,0.024,0.0,0.855
5012,80930,2024-02-15,TikTok,1.24,HCM,Mobile,3,58.0,Demo,2024-02-18,2024-02-22,1,14,,0,,0,,,0,Duc,Delta,47,34615,0.842,0.0,0.581
5013,28197,2024-02-16,TikTok,13.6,HCM,Desktop,3,44.7,Contacted,2024-02-18,2024-02-22,3,1,,0,,0,,,0,Minh,Beta,19,72879,0.906,0.0,0.348
5014,23010,2024-07-31,Google Ads,12.58,DN,Desktop,2,41.9,Contacted,2024-07-31,2024-07-31,9,31,,0,,0,,,0,Minh,Alpha,21,77399,0.759,0.0,0.817
5015,25123,2024-02-28,TikTok,3.44,HCM,Mobile,6,65.9,Negotiation,2024-03-03,2024-03-05,3,44,,0,,0,,,0,Hoa,Delta,3,37429,0.629,0.0,0.152
5016,88923,2024-02-23,Website,6.79,HN,Mobile,6,13.1,Demo,2024-02-27,2024-03-04,5,43,,0,,0,,,0,My,Gamma,10,21658,0.166,0.0,0.11
5017,3890,2024-12-07,Facebook,11.79,DN,Desktop,5,44.6,New,2024-12-09,2024-12-14,2,12,,0,,0,,,0,My,Alpha,45,23990,0.459,0.0,0.958
5018,94305,2024-01-12,Google Ads,14.72,HN,Mobile,7,4.1,New,2024-01-15,2024-01-18,0,27,,0,,0,,,0,Duc,Gamma,5,21810,0.351,0.0,0.722
5019,9026,2024-07-10,Facebook,14.32,DN,Desktop,2,10.6,Demo,2024-07-13,2024-07-14,9,17,,0,,0,,,0,Minh,Gamma,25,65259,0.461,0.0,0.871
5020,65925,2024-01-06,Website,13.59,DN,Desktop,6,31.8,Won,2024-01-08,2024-01-08,7,16,2024-01-22,2661,Installment,5,TOEIC,Advanced,1,Hoa,Delta,46,52626,0.492,4742.27,0.951
5021,69842,2024-11-04,Google Ads,3.22,HCM,Desktop,5,59.2,New,2024-11-08,2024-11-11,8,1,,0,,0,,,0,Hoa,Gamma,37,45945,0.059,0.0,0.613
5022,34665,2024-05-23,Facebook,13.8,HCM,Desktop,6,52.9,Demo,2024-05-24,2024-05-27,6,30,,0,,0,,,0,My,Gamma,6,79639,0.519,0.0,0.441
5023,10277,2024-12-11,Google Ads,13.3,DN,Desktop,3,70.1,Won,2024-12-12,2024-12-17,8,37,2025-01-17,2139,Full,15,IELTS,Beginner,1,Khanh,Alpha,29,37696,0.864,5083.8,0.977
5024,43239,2024-09-17,Website,6.28,HCM,Desktop,5,3.7,New,2024-09-20,2024-09-22,5,23,,0,,0,,,0,My,Delta,12,74842,0.876,0.0,0.601
5025,48664,2024-03-13,Google Ads,6.52,HCM,Desktop,6,27.8,Contacted,2024-03-13,2024-03-19,2,27,,0,,0,,,0,Hoa,Delta,1,62280,0.289,0.0,0.986
5026,49008,2024-06-22,Website,7.44,DN,Mobile,7,11.9,Won,2024-06-26,2024-07-02,8,37,2024-07-29,896,Full,10,Communicative,Beginner,0,Vy,Delta,8,73286,0.785,2044.11,0.252
5027,15683,2024-08-19,Google Ads,10.19,DN,Mobile,7,3.1,New,2024-08-19,2024-08-23,0,16,,0,,0,,,0,My,Gamma,2,70305,0.421,0.0,0.898
5028,1670,2024-09-26,Google Ads,4.65,HN,Desktop,5,19.4,Negotiation,2024-09-29,2024-10-04,0,24,,0,,0,,,0,Lan,Delta,8,48339,0.942,0.0,0.463
5029,90211,2024-12-27,TikTok,1.32,DN,Mobile,7,18.0,Demo,2024-12-31,2025-01-02,1,28,,0,,0,,,0,Khanh,Delta,43,20184,0.027,0.0,0.229
5030,18889,2024-08-09,Website,2.98,HN,Desktop,5,30.5,Contacted,2024-08-10,2024-08-10,3,30,,0,,0,,,0,Vy,Alpha,4,59160,0.74,0.0,0.77
5031,56612,2024-02-21,Referral,7.16,HN,Desktop,7,10.5,New,2024-02-22,2024-02-22,2,26,,0,,0,,,0,Khanh,Delta,13,72240,0.856,0.0,0.129
5032,45535,2024-04-25,Google Ads,4.95,HCM,Mobile,6,35.4,Demo,2024-04-25,2024-04-30,0,24,,0,,0,,,0,Khanh,Beta,29,52442,0.563,0.0,0.97
5033,79542,2024-01-26,Facebook,11.7,HCM,Mobile,5,66.3,Negotiation,2024-01-30,2024-02-01,6,31,,0,,0,,,0,Duc,Beta,41,55850,0.425,0.0,0.985
5034,55319,2024-02-22,TikTok,2.49,DN,Desktop,7,54.0,Contacted,2024-02-25,2024-02-28,3,25,,0,,0,,,0,Vy,Gamma,41,70813,0.227,0.0,0.824
5035,93067,2024-12-30,TikTok,13.84,DN,Mobile,1,60.7,Negotiation,2025-01-01,2025-01-05,0,2,,0,,0,,,0,Minh,Delta,36,75940,0.033,0.0,0.247
5036,22639,2024-01-29,Google Ads,13.53,HN,Desktop,7,58.0,Demo,2024-01-31,2024-01-31,5,7,,0,,0,,,0,Hoa,Alpha,15,50632,0.897,0.0,0.512
5037,65712,2024-01-19,Referral,13.72,HN,Mobile,1,28.4,Contacted,2024-01-21,2024-01-23,5,23,,0,,0,,,0,Vy,Gamma,8,78951,0.096,0.0,0.587
5038,17633,2024-10-29,TikTok,11.35,HCM,Desktop,6,51.2,Negotiation,2024-11-01,2024-11-01,0,29,,0,,0,,,0,Hoa,Alpha,7,24986,0.916,0.0,0.72
5039,35660,2024-10-05,Website,2.5,DN,Desktop,1,54.4,Contacted,2024-10-07,2024-10-11,6,35,,0,,0,,,0,Vy,Gamma,24,43103,0.582,0.0,0.285
5040,69975,2024-04-26,Google Ads,7.13,DN,Desktop,1,15.2,Demo,2024-04-26,2024-05-01,7,30,,0,,0,,,0,Minh,Gamma,17,75592,0.514,0.0,0.937
5041,33172,2024-04-15,Google Ads,2.84,DN,Mobile,2,62.0,Demo,2024-04-16,2024-04-17,4,29,,0,,0,,,0,Khanh,Gamma,31,23667,0.753,0.0,0.856
5042,60197,2024-11-04,Referral,14.83,DN,Desktop,7,33.2,Demo,2024-11-06,2024-11-07,9,31,,0,,0,,,0,My,Beta,28,37114,0.489,0.0,0.293
5043,59847,2024-08-14,Website,5.66,HCM,Desktop,4,1.7,Contacted,2024-08-15,2024-08-20,6,42,,0,,0,,,0,Vy,Alpha,20,29528,0.379,0.0,0.378
5044,12577,2024-12-17,Website,9.19,HCM,Mobile,6,46.5,Negotiation,2024-12-17,2024-12-20,7,2,,0,,0,,,0,Khanh,Gamma,17,72414,0.996,0.0,0.018
5045,78299,2024-07-04,Referral,11.91,HN,Mobile,5,48.9,Negotiation,2024-07-08,2024-07-11,6,15,,0,,0,,,0,Vy,Alpha,45,28858,0.81,0.0,0.892
5046,21176,2024-09-17,Facebook,13.89,HCM,Desktop,2,40.0,Negotiation,2024-09-21,2024-09-22,2,16,,0,,0,,,0,Vy,Beta,12,34390,0.681,0.0,0.882
5047,45386,2024-01-16,Website,11.58,HN,Mobile,6,15.7,Won,2024-01-19,2024-01-25,9,8,2024-01-24,1065,Installment,5,Communicative,Advanced,0,Vy,Gamma,12,69181,0.988,1392.68,0.221
5048,64972,2024-09-29,Facebook,10.44,HCM,Desktop,1,35.0,Lost,2024-09-30,2024-10-04,9,28,,0,,0,,,0,Lan,Alpha,2,68289,0.063,0.0,0.964
5049,90791,2024-06-08,Facebook,7.52,HCM,Desktop,5,29.1,Demo,2024-06-11,2024-06-13,1,40,,0,,0,,,0,Long,Gamma,44,43593,0.671,0.0,0.962
5050,42003,2024-12-23,Google Ads,9.48,DN,Desktop,4,70.2,Contacted,2024-12-25,2024-12-27,8,17,,0,,0,,,0,Lan,Delta,27,34615,0.196,0.0,0.441
5051,20996,2024-09-06,Google Ads,2.32,HN,Mobile,6,59.5,Won,2024-09-09,2024-09-14,4,14,2024-09-20,1789,Installment,0,IELTS,Intermediate,0,Hoa,Alpha,18,31147,0.687,2345.9,0.116
5052,87598,2024-08-11,TikTok,13.37,HN,Mobile,5,55.0,New,2024-08-11,2024-08-17,8,21,,0,,0,,,0,Khanh,Gamma,8,64316,0.161,0.0,0.808
5053,36931,2024-09-12,Google Ads,8.61,HN,Mobile,7,13.4,Demo,2024-09-15,2024-09-19,3,27,,0,,0,,,0,Duc,Beta,28,64091,0.692,0.0,0.456
5054,36710,2024-06-28,Website,1.56,HCM,Desktop,7,24.2,Demo,2024-06-30,2024-07-02,0,21,,0,,0,,,0,Minh,Delta,35,22871,0.154,0.0,0.01
5055,35693,2024-01-20,Website,13.88,DN,Desktop,3,27.6,Lost,2024-01-22,2024-01-25,7,32,,0,,0,,,0,Khanh,Delta,25,67149,0.876,0.0,0.841
5056,36740,2024-04-21,Facebook,7.85,HCM,Desktop,3,35.7,Lost,2024-04-21,2024-04-23,4,16,,0,,0,,,0,Hoa,Delta,14,61672,0.922,0.0,0.848
5057,78241,2024-04-29,Website,13.16,DN,Mobile,6,2.7,Won,2024-04-30,2024-05-05,3,28,2024-05-27,665,Full,10,Communicative,Advanced,0,Minh,Delta,35,65453,0.451,804.08,0.267
5058,94583,2024-07-12,Google Ads,13.0,HCM,Mobile,2,42.9,Demo,2024-07-16,2024-07-18,8,38,,0,,0,,,0,Hoa,Beta,36,63282,0.153,0.0,0.581
5059,77502,2024-04-20,Google Ads,12.42,HN,Desktop,4,26.1,Demo,2024-04-20,2024-04-26,8,29,,0,,0,,,0,Hoa,Beta,34,30024,0.507,0.0,0.88
5060,18374,2024-07-28,Google Ads,1.86,HCM,Mobile,2,40.7,Contacted,2024-08-01,2024-08-04,1,36,,0,,0,,,0,Minh,Gamma,46,59661,0.101,0.0,0.592
5061,77674,2024-01-01,Referral,4.46,HN,Mobile,5,1.1,Won,2024-01-01,2024-01-06,0,24,2024-01-25,723,Installment,15,Communicative,Advanced,0,Lan,Beta,18,64789,0.478,1431.3,0.122
5062,82471,2024-02-27,Website,13.26,DN,Mobile,4,23.5,Negotiation,2024-02-27,2024-02-27,7,21,,0,,0,,,0,Vy,Beta,41,24792,0.454,0.0,0.22
5063,46913,2024-04-02,TikTok,13.59,HN,Mobile,6,55.5,Won,2024-04-05,2024-04-10,8,39,2024-05-11,883,Installment,0,Business English,Intermediate,0,Duc,Alpha,2,59933,0.234,2087.9,0.58
5064,67025,2024-08-08,Website,7.41,HN,Desktop,2,36.3,New,2024-08-11,2024-08-12,3,8,,0,,0,,,0,Hoa,Alpha,22,79805,0.665,0.0,0.286
5065,45516,2024-07-29,Website,7.16,HN,Desktop,5,56.9,Contacted,2024-08-01,2024-08-03,0,28,,0,,0,,,0,Long,Beta,37,23146,0.002,0.0,0.338
5066,88796,2024-08-19,Referral,3.45,HN,Desktop,1,50.5,Demo,2024-08-19,2024-08-20,6,18,,0,,0,,,0,Khanh,Delta,3,72885,0.824,0.0,0.982
5067,27069,2024-09-18,Website,14.56,DN,Mobile,5,61.6,New,2024-09-21,2024-09-22,4,19,,0,,0,,,0,Long,Beta,47,48779,0.159,0.0,0.261
5068,57233,2024-12-29,Facebook,3.98,HCM,Mobile,7,1.0,Contacted,2024-12-29,2025-01-02,4,19,,0,,0,,,0,Duc,Gamma,38,41727,0.173,0.0,0.417
5069,85811,2024-04-12,Google Ads,3.67,HCM,Mobile,2,19.2,New,2024-04-15,2024-04-21,4,38,,0,,0,,,0,Khanh,Beta,3,37507,0.654,0.0,0.441
5070,60049,2024-02-19,Google Ads,10.25,HCM,Desktop,6,39.7,Lost,2024-02-23,2024-02-27,9,44,,0,,0,,,0,Long,Beta,9,69828,0.738,0.0,0.233
5071,40178,2024-04-19,Referral,4.4,HCM,Mobile,6,67.8,Won,2024-04-20,2024-04-24,8,26,2024-05-15,1168,Installment,15,TOEIC,Beginner,0,Hoa,Alpha,21,60580,0.483,2516.63,0.752
5072,33821,2024-03-28,Google Ads,14.14,HN,Desktop,4,49.1,Negotiation,2024-03-31,2024-04-05,6,6,,0,,0,,,0,Vy,Alpha,39,21298,0.546,0.0,0.398
5073,52727,2024-01-20,Facebook,1.15,DN,Desktop,4,33.1,Contacted,2024-01-22,2024-01-22,1,26,,0,,0,,,0,My,Beta,22,45773,0.061,0.0,0.31
5074,61935,2024-01-14,Referral,1.08,DN,Desktop,1,9.8,Contacted,2024-01-15,2024-01-15,9,28,,0,,0,,,0,Lan,Delta,28,44036,0.698,0.0,0.775
5075,17999,2024-05-12,TikTok,8.07,HCM,Mobile,2,35.8,New,2024-05-14,2024-05-15,8,44,,0,,0,,,0,My,Beta,11,22023,0.637,0.0,0.826
5076,63522,2024-10-22,Google Ads,7.83,HCM,Desktop,7,32.0,Demo,2024-10-23,2024-10-24,3,32,,0,,0,,,0,Hoa,Gamma,13,53747,0.153,0.0,0.499
5077,39712,2024-02-03,Website,3.29,DN,Desktop,6,56.2,Won,2024-02-06,2024-02-12,4,34,2024-03-08,2611,Full,10,Business English,Intermediate,0,Vy,Delta,39,29110,0.079,5028.47,0.84
5078,65551,2024-07-26,Facebook,7.92,DN,Mobile,6,30.1,New,2024-07-30,2024-07-31,1,37,,0,,0,,,0,Hoa,Delta,17,52718,0.259,0.0,0.984
5079,41172,2024-10-27,Facebook,6.76,HN,Desktop,1,23.3,New,2024-10-30,2024-10-31,2,25,,0,,0,,,0,My,Beta,28,54464,0.06,0.0,0.433
5080,34722,2024-07-17,Google Ads,13.46,DN,Mobile,3,6.9,Contacted,2024-07-17,2024-07-20,4,22,,0,,0,,,0,Khanh,Delta,32,20194,0.287,0.0,0.178
5081,11625,2024-03-20,TikTok,1.13,DN,Desktop,6,3.8,Negotiation,2024-03-22,2024-03-23,0,31,,0,,0,,,0,Lan,Delta,4,49483,0.525,0.0,0.755
5082,68165,2024-03-11,Website,14.67,HN,Mobile,5,31.9,Won,2024-03-12,2024-03-18,0,6,2024-03-17,1302,Full,0,Communicative,Intermediate,0,Minh,Alpha,21,36275,0.575,1974.21,0.76
5083,77509,2024-06-03,TikTok,9.74,HN,Desktop,3,25.3,Won,2024-06-07,2024-06-11,0,31,2024-07-04,2754,Full,10,Communicative,Advanced,0,Lan,Delta,43,44004,0.94,3833.47,0.722
5084,7859,2024-03-18,TikTok,3.13,HN,Desktop,3,40.2,Demo,2024-03-20,2024-03-21,6,1,,0,,0,,,0,My,Delta,20,53635,0.366,0.0,0.245
5085,42609,2024-03-18,Google Ads,1.65,DN,Desktop,1,51.4,New,2024-03-22,2024-03-28,9,40,,0,,0,,,0,Khanh,Beta,17,37237,0.008,0.0,0.592
5086,44307,2024-06-20,Website,8.53,DN,Mobile,1,3.4,Won,2024-06-22,2024-06-27,3,9,2024-06-29,1076,Installment,15,Business English,Advanced,0,Long,Gamma,30,59184,0.02,1868.12,0.33
5087,22839,2024-10-15,Google Ads,4.29,DN,Mobile,5,36.0,New,2024-10-18,2024-10-22,3,12,,0,,0,,,0,Hoa,Alpha,41,29902,0.482,0.0,0.894
5088,28216,2024-02-02,Google Ads,5.22,HN,Mobile,1,62.1,Contacted,2024-02-02,2024-02-06,2,21,,0,,0,,,0,My,Gamma,9,26566,0.281,0.0,0.172
5089,53953,2024-10-26,Facebook,4.43,DN,Desktop,1,33.0,Contacted,2024-10-28,2024-10-29,1,42,,0,,0,,,0,Minh,Beta,21,40368,0.169,0.0,0.638
5090,85481,2024-10-02,Google Ads,10.1,DN,Mobile,1,37.8,Contacted,2024-10-06,2024-10-07,3,3,,0,,0,,,0,Duc,Delta,6,55768,0.575,0.0,0.821
5091,61593,2024-01-07,Referral,8.75,HN,Mobile,6,35.3,Contacted,2024-01-10,2024-01-12,1,42,,0,,0,,,0,Lan,Gamma,32,21605,0.103,0.0,0.1
5092,73075,2024-06-08,Website,2.09,HCM,Mobile,1,28.4,Won,2024-06-09,2024-06-13,6,5,2024-06-13,363,Full,0,TOEIC,Beginner,0,My,Delta,34,49297,0.608,756.98,0.854
5093,50522,2024-08-27,Facebook,8.37,HCM,Mobile,1,8.4,Contacted,2024-08-28,2024-08-29,9,37,,0,,0,,,0,Khanh,Delta,1,68975,0.902,0.0,0.513
5094,5886,2024-01-24,Website,12.08,DN,Desktop,7,9.5,Won,2024-01-27,2024-02-01,5,13,2024-02-06,2435,Full,15,Business English,Advanced,0,Duc,Delta,33,38497,0.09,5046.69,0.891
5095,8485,2024-08-01,Facebook,2.14,HN,Desktop,3,13.3,Won,2024-08-02,2024-08-07,5,29,2024-08-30,2327,Installment,5,TOEIC,Advanced,0,Vy,Alpha,31,58478,0.975,4001.72,0.833
5096,32455,2024-03-10,Referral,13.46,HN,Desktop,3,57.2,Demo,2024-03-14,2024-03-15,1,28,,0,,0,,,0,My,Gamma,20,57992,0.57,0.0,0.001
5097,17767,2024-08-03,Google Ads,9.1,DN,Desktop,5,20.2,New,2024-08-03,2024-08-05,4,25,,0,,0,,,0,Long,Beta,8,45281,0.223,0.0,0.822
5098,29453,2024-04-13,Facebook,14.31,DN,Desktop,4,68.3,Demo,2024-04-16,2024-04-19,9,10,,0,,0,,,0,Khanh,Beta,46,64147,0.396,0.0,0.314
5099,77280,2024-08-02,Facebook,3.07,HCM,Desktop,5,58.4,Won,2024-08-02,2024-08-08,7,34,2024-09-05,2935,Installment,5,Business English,Advanced,0,Lan,Beta,38,53782,0.47,4322.98,0.437
5100,54442,2024-02-23,Facebook,14.91,HN,Mobile,6,49.4,Contacted,2024-02-23,2024-02-27,1,15,,0,,0,,,0,My,Gamma,46,45406,0.084,0.0,0.703
5101,52877,2024-10-20,Referral,10.02,DN,Desktop,6,52.0,Won,2024-10-23,2024-10-27,7,30,2024-11-19,1095,Full,10,TOEIC,Advanced,0,My,Delta,31,41250,0.692,1676.98,0.337
5102,13226,2024-11-25,Website,8.94,HN,Mobile,6,3.9,Negotiation,2024-11-27,2024-11-29,8,13,,0,,0,,,0,Hoa,Beta,10,33316,0.903,0.0,0.55
5103,94405,2024-12-01,Referral,8.21,DN,Desktop,2,41.1,Lost,2024-12-05,2024-12-08,2,37,,0,,0,,,0,Hoa,Beta,38,34041,0.868,0.0,0.245
5104,23588,2024-07-21,Facebook,1.33,HCM,Mobile,5,67.8,Won,2024-07-24,2024-07-24,3,5,2024-07-26,1071,Installment,5,Communicative,Beginner,0,Vy,Delta,30,42357,0.433,2258.95,0.569
5105,79976,2024-10-14,Facebook,14.15,DN,Desktop,7,3.3,Contacted,2024-10-18,2024-10-24,7,14,,0,,0,,,0,My,Delta,26,51588,0.017,0.0,0.753
5106,32709,2024-02-14,Google Ads,10.02,HCM,Desktop,5,21.3,Demo,2024-02-14,2024-02-19,1,10,,0,,0,,,0,Long,Alpha,11,21879,0.98,0.0,0.604
5107,48788,2024-11-12,Referral,2.28,HCM,Desktop,1,4.2,New,2024-11-12,2024-11-17,1,34,,0,,0,,,0,Khanh,Delta,22,50565,0.084,0.0,0.78
5108,89031,2024-07-16,Referral,1.29,DN,Desktop,1,41.2,New,2024-07-18,2024-07-20,0,31,,0,,0,,,0,Vy,Delta,14,66068,0.763,0.0,0.769
5109,38019,2024-08-03,TikTok,1.71,DN,Mobile,1,8.8,Negotiation,2024-08-03,2024-08-04,1,5,,0,,0,,,0,Long,Alpha,21,74606,0.309,0.0,0.287
5110,45948,2024-11-04,Website,9.53,HCM,Mobile,4,34.8,Won,2024-11-07,2024-11-08,8,6,2024-11-10,2853,Full,5,Communicative,Beginner,0,Vy,Alpha,25,36101,0.889,5356.82,0.059
5111,66133,2024-11-27,TikTok,9.6,HN,Desktop,7,52.0,Lost,2024-12-01,2024-12-07,4,13,,0,,0,,,0,Duc,Gamma,23,22539,0.904,0.0,0.269
5112,67458,2024-07-02,TikTok,8.0,HN,Desktop,7,12.3,Contacted,2024-07-04,2024-07-05,3,40,,0,,0,,,0,Hoa,Beta,34,71084,0.377,0.0,0.802
5113,28526,2024-01-27,Website,5.29,HCM,Mobile,6,54.5,Contacted,2024-01-30,2024-01-30,1,13,,0,,0,,,0,My,Beta,18,73599,0.344,0.0,0.569
5114,74493,2024-06-14,Google Ads,8.44,HCM,Desktop,1,4.8,Demo,2024-06-18,2024-06-19,1,33,,0,,0,,,0,Lan,Beta,19,38665,0.904,0.0,0.966
5115,53198,2024-11-13,Google Ads,8.23,DN,Desktop,2,11.2,Contacted,2024-11-17,2024-11-17,5,37,,0,,0,,,0,Khanh,Alpha,10,49572,0.667,0.0,0.022
5116,44395,2024-09-30,Website,1.27,DN,Mobile,7,20.5,Contacted,2024-10-01,2024-10-03,6,23,,0,,0,,,0,Duc,Alpha,25,51851,0.02,0.0,0.828
5117,25031,2024-12-30,Website,4.95,HCM,Mobile,3,57.4,Won,2024-12-31,2024-12-31,3,21,2025-01-20,2286,Installment,10,TOEIC,Beginner,0,Duc,Alpha,23,61804,0.105,4343.37,0.37
5118,76542,2024-04-12,Referral,1.74,HCM,Mobile,2,61.3,Won,2024-04-15,2024-04-16,6,8,2024-04-20,1926,Full,10,Communicative,Beginner,0,Vy,Gamma,16,34986,0.122,2488.63,0.922
5119,38701,2024-11-28,Referral,13.6,HN,Mobile,7,16.3,Won,2024-11-30,2024-12-04,0,34,2025-01-01,858,Installment,0,TOEIC,Intermediate,0,Vy,Alpha,33,62017,0.998,1020.38,0.904
5120,26939,2024-04-13,Referral,11.15,HN,Desktop,7,7.3,Demo,2024-04-17,2024-04-18,7,31,,0,,0,,,0,Vy,Delta,31,47425,0.31,0.0,0.941
5121,50145,2024-09-01,Referral,14.95,HN,Desktop,4,61.1,Demo,2024-09-05,2024-09-10,2,31,,0,,0,,,0,Minh,Delta,39,56339,0.179,0.0,0.445
5122,21324,2024-10-31,Facebook,5.23,HCM,Desktop,1,46.9,Won,2024-11-03,2024-11-03,6,20,2024-11-20,919,Installment,0,Communicative,Advanced,0,My,Beta,15,46806,0.972,1985.61,0.868
5123,23867,2024-06-17,Facebook,13.3,HCM,Desktop,5,11.8,Contacted,2024-06-19,2024-06-24,6,35,,0,,0,,,0,Hoa,Alpha,13,35089,0.355,0.0,0.212
5124,1203,2024-04-25,Google Ads,9.44,HN,Mobile,7,40.4,Won,2024-04-25,2024-04-25,2,2,2024-04-27,1046,Full,5,Business English,Advanced,1,Minh,Gamma,30,31848,0.212,2393.97,0.776
5125,17544,2024-05-20,Facebook,7.34,HN,Desktop,3,62.9,New,2024-05-22,2024-05-25,4,24,,0,,0,,,0,Long,Delta,28,52794,0.734,0.0,0.212
5126,16899,2024-12-21,Facebook,4.12,DN,Desktop,6,5.5,Won,2024-12-21,2024-12-24,1,11,2025-01-01,1750,Full,5,Business English,Beginner,0,Duc,Gamma,6,20489,0.773,3323.88,0.223
5127,30063,2024-05-04,Referral,11.34,DN,Mobile,4,6.5,Won,2024-05-08,2024-05-11,8,4,2024-05-08,367,Full,10,IELTS,Advanced,0,Minh,Delta,27,63293,0.869,882.85,0.916
5128,91880,2024-01-25,Referral,13.66,HCM,Desktop,2,20.1,Contacted,2024-01-26,2024-01-27,4,26,,0,,0,,,0,Hoa,Delta,41,33474,0.116,0.0,0.65
5129,4748,2024-07-12,Website,4.29,DN,Mobile,7,47.1,Negotiation,2024-07-13,2024-07-19,3,14,,0,,0,,,0,Hoa,Alpha,13,63650,0.234,0.0,0.843
5130,67629,2024-04-09,Referral,3.46,HCM,Mobile,1,13.2,Contacted,2024-04-12,2024-04-18,9,42,,0,,0,,,0,Minh,Delta,16,78347,0.851,0.0,0.698
5131,81764,2024-01-05,Website,10.75,HCM,Mobile,4,58.9,Demo,2024-01-07,2024-01-07,2,20,,0,,0,,,0,My,Delta,6,51895,0.734,0.0,0.05
5132,21884,2024-01-19,Website,14.68,HCM,Mobile,4,54.2,Negotiation,2024-01-21,2024-01-24,0,36,,0,,0,,,0,Vy,Beta,47,65816,0.695,0.0,0.16
5133,26183,2024-06-18,Facebook,11.5,HN,Mobile,5,40.6,Negotiation,2024-06-18,2024-06-22,6,25,,0,,0,,,0,Long,Delta,40,42567,0.623,0.0,0.54
5134,82570,2024-09-30,Referral,4.98,DN,Desktop,6,8.8,Lost,2024-10-03,2024-10-05,2,39,,0,,0,,,0,Hoa,Alpha,43,49980,0.886,0.0,0.263
5135,72246,2024-09-10,Facebook,6.88,DN,Desktop,5,71.2,Contacted,2024-09-12,2024-09-14,9,10,,0,,0,,,0,Duc,Alpha,9,67947,0.354,0.0,0.446
5136,20259,2024-04-30,Referral,6.38,DN,Desktop,5,35.5,Demo,2024-05-03,2024-05-06,0,35,,0,,0,,,0,Khanh,Gamma,2,60356,0.789,0.0,0.221
5137,36959,2024-02-01,Facebook,12.93,DN,Mobile,6,32.8,Won,2024-02-01,2024-02-04,9,5,2024-02-06,1286,Full,15,TOEIC,Beginner,0,Long,Gamma,2,28211,0.349,1639.53,0.907
5138,34457,2024-05-28,Facebook,11.8,HN,Mobile,2,71.7,Demo,2024-06-01,2024-06-07,9,4,,0,,0,,,0,Minh,Delta,37,26913,0.793,0.0,0.619
5139,86679,2024-09-22,Facebook,9.25,DN,Desktop,5,62.3,Won,2024-09-25,2024-09-28,7,20,2024-10-12,2991,Full,15,TOEIC,Beginner,0,Lan,Alpha,38,38631,0.142,3464.9,0.868
5140,3103,2024-02-06,Google Ads,4.85,DN,Mobile,6,33.1,Demo,2024-02-07,2024-02-09,7,23,,0,,0,,,0,My,Alpha,23,23727,0.631,0.0,0.536
